42036,42064,42065,42095,42096,42097,42125,42126,42127,42128,cond,cond2
0,1,1,1,1,1,0,0,0,0,3,2
0,1,1,1,1,1,0,0,0,0,3,2
1,0,0,0,0,1,0,0,0,0,3,2
0,0,1,0,0,0,0,0,0,0,3,2
0,0,1,1,1,1,0,0,0,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
1,1,1,1,1,1,0,0,0,0,3,2
1,0,1,0,0,0,0,0,0,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
0,0,1,0,0,0,0,0,0,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
0,0,1,0,0,0,0,0,0,0,3,2
1,0,1,0,0,0,0,0,0,1,3,2
0,1,1,1,1,1,0,0,0,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
0,1,1,1,1,1,0,0,0,0,3,2
1,1,1,0,0,0,0,0,0,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
1,1,0,0,0,1,1,0,1,0,3,2
1,1,1,0,0,0,0,0,1,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
0,1,1,1,1,0,0,0,0,0,3,2
0,1,0,1,0,0,1,1,1,1,3,2
0,1,1,1,1,1,0,0,0,0,3,2
1,1,1,0,0,0,0,0,0,1,3,2
0,0,1,0,1,0,0,0,0,0,3,2
1,1,1,1,0,0,1,1,0,0,3,2
0,1,1,0,1,0,0,0,0,0,3,2
1,1,0,0,1,0,1,1,1,0,3,2
0,0,0,0,0,0,0,0,1,1,3,2
0,0,1,0,1,0,0,0,0,0,3,2
1,1,1,1,1,1,0,0,0,0,3,2
0,1,1,1,1,1,0,0,0,0,3,2
1,0,0,0,0,0,1,0,1,1,3,2
1,1,1,1,0,0,1,0,0,0,3,2
0,1,1,1,1,1,0,0,0,0,3,2
0,1,1,1,1,1,0,0,0,0,3,2
0,1,1,1,1,0,0,0,0,0,3,2
1,1,1,1,1,0,1,0,0,0,3,2
1,1,0,1,0,0,0,1,0,0,3,2
0,1,1,1,1,1,0,0,0,0,3,2
0,1,1,0,1,0,0,0,0,0,3,2
0,0,1,0,1,0,0,0,0,0,3,2
0,1,1,1,1,1,0,0,0,0,3,2
1,1,0,0,0,0,1,0,0,1,3,2
0,1,1,0,1,1,1,0,1,0,3,2
0,1,1,0,1,0,0,0,0,0,3,2
0,1,1,1,1,1,0,0,0,0,2,1
0,1,1,0,0,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,0,1,0,0,0,0,0,0,1,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,0,0,0,1,1,0,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,1,1,0,1,0,0,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,1,1,1,1,0,1,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,1,1,1,1,0,0,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,0,1,0,1,1,0,0,0,0,2,1
0,1,1,0,1,0,0,0,0,0,2,1
0,1,1,0,1,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,1,1,0,1,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,1,1,0,1,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,1,1,1,1,0,1,0,0,0,2,1
0,0,1,0,1,1,0,1,1,0,2,1
0,0,1,0,0,0,0,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,0,0,1,1,1,0,0,1,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,2,1
0,1,1,0,1,0,0,0,0,0,2,1
0,0,1,0,1,0,0,0,0,0,2,1
1,1,1,1,1,0,1,0,0,0,2,1
1,1,1,1,1,1,0,0,0,0,2,1
1,1,1,1,1,1,1,0,0,0,2,1
1,1,1,1,1,0,0,0,0,0,2,1
1,1,1,1,1,1,0,0,0,0,2,1
1,1,1,1,1,0,1,0,0,0,2,1
1,0,0,0,0,0,0,0,0,1,2,1
1,1,1,1,0,1,0,0,0,0,2,1
1,1,0,1,0,0,1,1,0,1,2,1
1,1,1,0,1,0,1,0,0,0,2,1
0,1,1,1,1,1,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,0,1,0,0,0,0,0,1,1
0,1,1,0,1,0,0,0,0,0,1,1
0,1,1,0,1,0,0,0,0,0,1,1
0,0,1,1,1,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,0,1,0,0,0,1,0,1,1,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,1,1,1,1,0,0,0,0,0,1,1
1,1,1,1,0,0,1,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,0,1,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,0,1,0,1,1,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,0,1,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,1,1
1,1,1,0,1,1,1,0,0,0,1,1
1,0,0,0,0,1,1,0,1,0,1,1
1,1,1,0,0,0,1,0,0,0,1,1
0,1,1,1,1,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,0,0,1,0,1,1,0,0,0,1,1
0,0,0,1,1,0,1,1,1,1,1,1
0,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,0,0,0,0,1,1
1,0,1,1,0,1,1,0,0,0,1,1
1,1,1,1,1,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1,1,0,1,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1
